latitud,longitud,id_syscali01,Latitud:,Longitud:,Río:,Altura,Fecha de Muestreo,Hora de Muestreo,Velocidad media,Caudal,Campaña,Responsable,Conductividad específica (T ref. 25°C) (uS/cm),Oxígeno disuelto (mg/l O2),pH (u pH),Sólidos disueltos totales (mg/l),Sólidos suspendidos totales (mg/l),Sólidos totales (mg/l),Temperatura (C),Calcio disuelto (mg/l Ca),Calcio total (mg/l Ca),Dureza total (mg/l CaCO3),Magnesio disuelto (mg/l Mg),Magnesio total (mg/l Mg),Potasio disuelto (mg/l K),Potasio total (mg/l K),Sodio disuelto (mg/l Na),Sodio total (mg/l Na),Demanda bioquímica de oxígeno (mg/l O2),Demanda química de oxígeno (mg/l O2),Arsenico disuelto (ug/l As),Arsenico total (ug/l As),Cadmio disuelto (ug/l Cd),Cadmio total (ug/l Cd),Cobre disuelto (ug/l Cu),Cobre total (ug/l Cu),Cromo disuelto (ug/l Cr),Cromo total (ug/l Cr),Hierro disuelto (ug/l Fe),Hierro total (ug/l Fe),Manganeso disuelto (ug/l Mn),Manganeso total (ug/l Mn),Mercurio disuelto (ug/l Hg),Mercurio total (ug/l Hg),Niquel disuelto (ug/l Ni),Niquel total (ug/l Ni),Plata disuelto (ug/l Ag),Plata total (ug/l Ag),Plomo disuelto (ug/l Pb),Plomo total (ug/l Pb),Zinc disuelto (ug/l Zn),Zinc total (ug/l Zn),Arsenico suspensión (mg/kg As),Cadmio suspensión (mg/kg Cd),Cobre suspensión (mg/kg Cu),Cromo suspensión (mg/kg Cr),Hierro suspensión (mg/kg Fe),Manganeso suspensión (mg/kg Mn),Niquel suspensión (mg/kg Ni),Plomo suspensión (mg/kg Pb),Zinc en suspensión (mg/kg Zn),Turbiedad (UNT),Plata suspensión (mg/kg Ag),Mercurio suspensión (mg/kg Hg),pH (mV) (mV),Salinidad (Sal),Saturación de oxígeno (%),Alcalinidad total (mg/l CaCO3),Cloruros (mg/l Cl -),Sulfatos (mg/l SO4=),Fósforo disuelto (mg/l PO4),Fósforo total (mg/l PO4),Nitrato (mg/l NO3),Nitrito (mg/l NO2),Nitrógeno amoniacal (mg/l NH4),Nitrógeno total Kjeldahl (mg/l N),Carbono organico disuelto (mg/l),Coliformes fecales (en NMP) (NMP/100 ml),Coliformes totales (en NMP) (NMP/100 ml),Cianuros libre (mg/l CN-),Fenoles (mg/l C6H6O),Sulfuros (mg/l S=),Aerobios mesófilos totales (en UFC) (UFC/100 ml),Coliformes fecales (en UFC) (UFC/100 ml),Coliformes totales (en UFC) (UFC/100 ml),Cianuros libre (CN-),Sulfuros (S=),Cianuros (mg/l CN-),Color (u PtCo),Boro disuelto (ug/l B),Boro total (ug/l B),Selenio disuelto (ug/l Se),Selenio total (ug/l Se),Hidrocarburos totales (mg/l),Boro suspensión (mg/kg B),Selenio suspensión (mg/kg Se),Cobre total (Cu),Cromo disuelto (Cr),Cromo total (Cr),Hierro disuelto (Fe),Hierro total (Fe),Manganeso disuelto (Mn),Manganeso total (Mn),Mercurio disuelto (Hg),Mercurio total (Hg),Niquel disuelto (Ni),Niquel total (Ni),Plata disuelto (Ag),Plata total (Ag),Plomo disuelto (Pb),Plomo total (Pb),Selenio disuelto (Se),Selenio total (Se),Zinc disuelto (Zn),Zinc total (Zn),Fenoles (C6H6O),Aerobios mesófilos totales (en UFC) (UFC/ml),Hidrocarburos totales (),Cadmio total (Cd),Cobre disuelto (Cu),Fósforo total (PO4),Arsenico total (As),Boro disuelto (B),Boro total (B),Cadmio disuelto (Cd),Demanda bioquímica de oxígeno (O2),Demanda química de oxígeno (O2),Arsenico disuelto (As),Magnesio total (Mg),Potasio disuelto (K),Sodio disuelto (Na),Sulfatos (SO4=),Nitrato (NO3),Nitrito (NO2),Nitrógeno amoniacal (NH4),Fósforo disuelto (PO4),Alcalinidad Fenolftaleina (mg/l CaCO3),Turbiedad (NTU),Bismuto disuelto (ug/l Bi),Bismuto total (ug/l Bi),Talio disuelto (ug/l Tl),Talio total (ug/l Tl),Bismuto suspensión (mg/kg Bi),Talio en suspensión (mg/kg Tl),Presión Parcial (mm Hg),Resistividad (Ohm.cm),Bismuto total (Bi),Talio disuelto (Tl),Talio total (Tl),Bismuto disuelto (Bi),Aerobios mesófilos totales (en NMP) (NMP/100 ml),Cianuros (CN-),Coliformes totales (en UFC) (),Coliformes totales (en NMP) (),Alcalinidad total (CaCO3),Dureza total (CaCO3),Magnesio disuelto (Mg),Potasio total (K),Sodio total (Na),Nitrógeno total Kjeldahl (N),Aerobios mesófilos totales (en UFC) (),Coliformes fecales (en NMP) (),Coliformes fecales (en UFC) (),pH en laboratorio (u pH),Sólidos sedimentables (ml/l),Calcio disuelto (Ca),Calcio total (Ca),Cloruros (Cl -),Carbono orgánico total (mg/l)
-23.1381,-61.9635,610,"23° 8' 17.2""","61° 57' 48.5"" ",La Estrella,218 msnm ,13-11-2013,12:00 Hs,SIN DATOS,SIN DATOS,Noviembre 2013, Unidad de Monitoreo y Centro de Datos,831,8.03,8.052,578,4084,4760,26.4,31,,200,29,,5.8,,66,,< 2,63,3,32,< 0.1,< 1,4,139,0.4,101,306,73803,3,2710,< 0.04,0.473,3,105,< 0.1,< 1,0.2,90,< 2,359,7.10,,33.06,24.63,17996.33,662.83,24.98,20.62,87.90,> 1100,,0.12,-77.6,0.3,102.5,102,94,102,,< 0.6,16,0.06,0.05,,,930,43000,,< 0.02,,,,,,,,22,457,446,< 2,< 25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.4088,-60.3343,611,"24° 24' 31.5""","60° 20' 3.5"" ",La Estrella,163 msnm ,12-11-2013,16:15 Hs,SIN DATOS,SIN DATOS,Noviembre 2013, Unidad de Monitoreo y Centro de Datos,1750,3.19,7.372,1216,132,1340,25.3,187,,582,28,,35,,95,,4,89,8,8,< 0.1,< 1,< 2,< 25,0.5,9,918,1325,240,375,< 0.04,0.573,7,< 25,< 0.1,3,< 0.2,< 3,3,< 25,0.00,,,64.39,3083.33,1022.73,,,,25.5,22.73,4.32,-37.2,0.9,39.7,401,94,289,,1.5,16,0.06,0.4,,,36,93000,,< 0.02,,,,,,,,84,1108,1215,< 2,< 25,18,810.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.2642,-57.7244,612,"25° 15' 51.28""","57° 43' 27.78"" ",Pilcomayo, msnm ,07-10-2013,12:50 Hs,SIN DATOS,SIN DATOS,Octubre 2013, Unidad de Monitoreo y Centro de Datos,570,6.14,7.023,361.6,18.4,380,23.8,14.57,16.19,80.8,9.81,9.82,5.59,5.79,75.67,76.04,6.3,45.46,2,3,< 0.1,< 1,3,< 25,0.6,9,772,2177,91,136,0.118,< 0.1,2,< 25,< 0.1,< 1,0.6,< 3,2,< 25,54.35,,,456.52,76358.70,2445.65,,,,25.4,,,-11.3,0.2,72.9,49.47,103.4,44.52,0.442,0.546,0.34,0.019,0.072,1,,,,,< 1,< 0.001,,520,1200,,,,140,103,78,< 2,< 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.1487,-59.6792,614,"25° 8' 55.3""","59° 40' 45.3"" ",Montelindo,94 msnm ,12-11-2013,09:50 Hs,SIN DATOS,SIN DATOS,Noviembre 2013, Unidad de Monitoreo y Centro de Datos,2660,,10.107,1484,88,1590,30.3,43,,190,20,,4.3,,455,,7,67,17,16,0.1,< 1,8,< 25,0.5,9,215,530,14,408,< 0.04,< 0.1,3,< 25,< 0.1,< 1,0.2,< 3,3,< 25,,,,96.59,3579.55,4477.27,,,,4.46,,,-202,1.4,,149,426,291,,0.86,54,< 0.03,1.25,,,< 30,150,,< 0.02,,,,,,,,54,1080,1012,< 2,< 25,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.6964,-59.8176,615,"24° 41' 47.1""","59° 49' 3.2"" ",Salada,113 msnm ,12-11-2013,13:15 Hs,SIN DATOS,SIN DATOS,Noviembre 2013, Unidad de Monitoreo y Centro de Datos,3910,10.71,8.519,2432,291,2772,36.2,76,,472,69,,17,,735,,4,64,16,16,0.1,< 1,9,58,0.6,29,361,4705,70,370,< 0.04,< 0.1,5,52,0.1,< 1,0.2,9,4,96,0.00,,168.38,97.59,14927.84,1030.93,161.51,,316.15,107,,,-108.4,2.1,161.5,197,558,883,,2.1,8,< 0.03,0.2,,,91,2100,,< 0.02,,,,,,,,111,1646,1883,< 2,< 25,53,814.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.7884,-58.0217,617,"25° 47' 18.12""","58° 1' 18"" ",Montelindo, msnm ,07-10-2013,10:00 Hs,SIN DATOS,SIN DATOS,Octubre 2013, Unidad de Monitoreo y Centro de Datos,4570,8.63,8.235,3057,73,3130,21.6,125.49,178.12,666.6,53.99,77.31,9.99,10.35,853.16,857.37,13.5,154.55,11,13,< 0.1,< 1,9,< 25,0.4,10,516,2817,1050,2157,< 0.04,< 0.1,5,< 25,< 0.1,< 1,< 0.2,< 3,3,< 25,27.40,,,131.51,31520.55,15164.38,,,,54.3,,,-82.8,2.4,98.1,323.85,740.9,1067.86,1.91,3.03,0.487,0.011,0.09,4.5,,,,,< 1,< 0.001,,1140,2200,,,,120,1197,1175,< 2,< 25,< 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25.1073,-57.5468,618,"25° 6' 26.46""","57° 32' 48.6"" ",Confuso,53 msnm ,09-10-2013,17:35 Hs,SIN DATOS,SIN DATOS,Octubre 2013, Unidad de Monitoreo y Centro de Datos,824,4,6.799,470,3.9,473.9,26.1,27.53,27.53,98.98,6.87,7.36,7.47,7.54,92.34,92.55,7.2,72.73,2,3,< 0.1,< 1,3,< 25,2,12,692,1095,106,138,< 0.04,< 0.1,3,< 25,< 0.1,< 1,0.4,< 3,2,< 25,256.41,,,2564.10,103333.33,8205.13,,,,8.76,,,1.2,0.3,49.9,45.39,161.6,30.01,0.31,0.325,3.82,0.192,0.094,1.86,,,,,< 1,< 0.001,,720,1800,,,,200,76,68,< 2,< 25,< 0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24.1899,-58.2999,619,"24° 11' 23.51""","58° 17' 59.47"" ",Negro, msnm ,08-10-2013,15:55 Hs,SIN DATOS,SIN DATOS,Octubre 2013, Unidad de Monitoreo y Centro de Datos,1392,8.66,8.353,893.4,54.6,948,28.2,105.25,107.68,339.36,13.74,17.18,11.99,13.1,176.4,180.27,86.4,218.18,8,9,< 0.1,< 1,4,< 25,0.5,10,344,2173,17,74,< 0.04,< 0.1,5,< 25,< 0.1,< 1,< 0.2,< 3,2,< 25,18.32,,,173.99,33498.17,1043.96,,,,50,,,-91.7,0.7,112.8,310.08,205.74,93.45,2.35,2.76,0.12,0.015,0.12,2.46,,,,,1,< 0.001,,600,1500,,,,45,658,613,< 2,< 25,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.893,-58.4461,620,"23° 53' 34.98""","58° 26' 46.08"" ",Montelindo, msnm ,08-10-2013,14:10 Hs,SIN DATOS,SIN DATOS,Octubre 2013, Unidad de Monitoreo y Centro de Datos,9110,9.78,8.332,6144.2,53.8,6198,28,210.5,222.64,1252.4,152.17,169.35,18.51,18.92,1713.85,1856.79,68.4,172.73,13,12,0.1,< 1,19,< 25,0.7,11,786,2483,297,601,< 0.04,< 0.1,8,< 25,< 0.1,< 1,0.2,< 3,4,< 25,,,,191.45,31542.75,5650.56,,,,38.4,,,-90.1,5.1,129.9,334.05,2167.6,1601.22,1.16,1.8,0.22,0.015,0.093,1.04,,,,,1,< 0.001,,11000,27500,,,,40,2995,3718,< 2,< 25,1.45,13438.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23.5692,-60.5221,621,"23° 34' 8.94""","60° 31' 19.68"" ",Pilcomayo, msnm ,03-10-2013,11:00 Hs,SIN DATOS,SIN DATOS,Octubre 2013, Unidad de Monitoreo y Centro de Datos,1899,6.75,7.969,1217,197.5,1414.5,25.6,135.63,141.68,565.6,45.39,51.54,15.61,17.01,198.34,203.38,4.8,54.55,5,15,< 0.1,7,3,< 25,0.4,21,568,6014,92,295,< 0.04,< 0.1,6,< 25,< 0.1,9,0.2,8,3,< 25,50.63,35.44,,104.30,27574.68,1027.85,,,,195,45.57,,-67.9,0.9,80.6,238.68,252.3,397.48,0.52,1.28,0.26,0.037,0.067,2.29,,,,,< 1,< 0.001,,40,15000,,,,75,1363,1373,< 2,< 25,< 0.5,50.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2609,-63.504,622,"21° 15' 39.28""","63° 30' 14.34"" ",Pilcomayo, msnm ,02-02-2014,14:20 Hs,SIN DATOS,SIN DATOS,Febrero 2014, Unidad de Monitoreo y Centro de Datos,380,,7.94,870,29200,33530,24,28.5,173,115,10.4,264,4.22,407,15.4,54.4,34.5,309,2,193,< 0.1,6,< 2,392,0.2,453,109,477642,2,9977,< 0.04,0.773,2,483,< 0.1,3,< 0.2,470,< 2,1808,6.54,0.21,13.42,15.51,16353.87,341.61,16.47,15.95,61.92,> 1100,0.10,0.03,-69.1,0.1,,61.9,15.5,100,,,,,,,,,,,,< 1,,,,,,,,277,652,< 2,< 25,,12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2394,-65.2091,623,"21° 14' 21.7""","65° 12' 32.6"" ",San Juan del Oro,2259 msnm ,29-01-2014,14:30 Hs,1.604 m/s,187 m3/s,Enero 2014, Unidad de Monitoreo y Centro de Datos,614,6.76,7.649,532,35831,36363,17.6,59.82,63.97,227.1,16.2,16.37,5.7,6,51,51.6,,,3,519,< 0.1,20,3,783,0.2,832,169,860671,4,14431,< 0.04,1.148,3,880,< 0.1,9,0.2,1301,8,3989,14.40,0.56,21.77,23.21,24015.57,402.64,24.48,36.15,111.10,> 1100,0.25,0.03,-51.8,0.2,93.9,103,29.1,186.1,,,,,,,,,,,,< 0.001,,,,,,,,1479,2778,< 2,< 25,,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.7396,-65.2372,624,"20° 44' 22.5""","65° 14' 13.9"" ",Tumusla,2278 msnm ,29-01-2014,15:30 Hs,2.314 m/s,263 m3/s,Enero 2014, Unidad de Monitoreo y Centro de Datos,498,6.73,7.792,478,40392,40870,19,42.46,46.45,214,23.47,23.81,6.7,6.8,35.2,35.6,,,1,755,< 0.1,20,< 2,967,0.2,777,110,1098710,26,16645,< 0.04,1.948,2,1023,< 0.1,9,0.2,1696,3,4409,18.67,0.50,23.94,19.23,27198.46,411.44,25.28,41.82,109.08,> 1100,0.22,0.05,-59.2,0.2,96.2,102,19.9,127.1,,,,,,,,,,,,< 0.001,,,,,,,,455,1677,< 2,< 25,,30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.4719,-65.7935,625,"19° 28' 18.7""","65° 47' 36.6"" ",Tarapaya,3251 msnm ,30-01-2014,11:30 Hs,1.498 m/s,11 m3/s,Enero 2014, Unidad de Monitoreo y Centro de Datos,447,6.58,6.892,378,1850,2228,15.5,45.65,46.3,144.8,6.74,7.08,5.7,5.8,26.8,26.9,,,7,284,18,32,21,171,0.2,57,561,73236,1096,1907,< 0.04,0.798,12,53,< 0.1,4,2,196,4033,7555,149.73,7.57,81.08,30.70,39283.78,438.38,22.16,102.86,1903.78,> 1100,2.16,0.43,-6.5,0.1,99.4,27,18,154.6,,,,,,,,,,,,< 0.001,,,,,,,,221,284,< 2,< 25,,34.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.5975,-65.7314,628,"19° 35' 51.4""","65° 43' 53.1"" ",De la Ribera,4056 msnm ,27-03-2014,09:15 Hs,0.177 m/s,0 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,211,6.72,7.972,152,< 1,152,10.4,30.52,33.12,92.84,2.43,2.46,2,2.9,10.5,10.5,< 5,5,3,3,< 0.1,< 1.25,< 2,< 25,< 0.2,< 2.5,318,696,103,127,< 0.04,< 0.1,< 2,< 25,< 0.1,< 1.25,0.4,< 2.5,5,< 25,0.00,,,,378000.00,24000.00,,,,2.57,,,-61.4,0,100.6,95,4.1,17.7,0.18,0.4,< 0.01,< 0.02,0.1,1.8,7,,,< 0.002,,< 0.001,0,16,21,,,,10,222,139,< 2,< 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.4872,-65.6186,629,"20° 29' 14.3""","65° 37' 7.34"" ",Tumusla,2482 msnm ,26-03-2014,11:00 Hs,0.756 m/s,8 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,659,7.11,8.259,514,149,663,17.9,43.3,46.34,227.01,25.12,27.03,5.5,7.1,49.8,55.5,< 5,< 2,2,15,0.1,2,< 2,31,< 0.2,23,126,40194,13,547,< 0.04,< 0.1,2,34,< 0.1,< 1.25,< 0.2,28,7,582,87.25,12.75,208.05,154.36,268912.75,3583.89,214.77,151.01,3859.06,643,,,-78.8,0.2,102.6,100,26.4,217.5,0.49,3.1,< 0.01,< 0.02,0.61,1.6,< 2,,,< 0.002,< 0.001,< 0.001,14,43,52,,,,15,1210,815,< 2,< 25,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.8206,-65.6672,630,"20° 49' 14.2""","65° 40' 2.4"" ",Cotagaita,2589 msnm ,26-03-2014,07:15 Hs,0.994 m/s,3 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,1552,7.4,7.83,1330,1285,2615,14.8,148.89,151.19,861.3,116.12,117.48,7.3,7.5,68.6,69.2,< 5,< 2,1,52,0.6,< 1.25,2,34,0.2,9,310,19690,525,817,< 0.04,< 0.1,47,74,< 0.1,< 1.25,0.5,15,33,211,39.69,,24.90,6.85,15081.71,227.24,21.01,5.99,138.52,424,,,-53.9,0.7,99.7,50,34.9,646.5,0.12,1.04,2.06,< 0.02,< 0.06,0.9,< 2,,,< 0.002,< 0.001,< 0.001,18,6,10,,,,13,2340,1849,< 2,< 25,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20.7419,-65.2408,631,20 44 31.6,65 14 27.9 ,Tumusla,2250 msnm ,31-03-2014,09:00 Hs,0.74 m/s,13 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,1110,7.82,8.358,1045,480,1515,15.4,74,76.2,493,73.8,77.7,7.29,18.4,63.7,92.7,38.9,279,3,22,0.2,< 1.25,< 2,< 25,0.2,10,226,22044,31,350,< 0.04,< 0.1,6,26,< 0.1,< 1.25,0.2,14,19,206,39.58,,,20.42,45454.17,664.58,41.67,13.98,389.58,485,,,-84,0.5,103.6,130,42.5,483,< 0.03,< 0.03,2.88,0.07,,1.17,,900,22000,,< 0.001,< 1,,,,,,< 0.02,20,1612,1216,< 2,< 25,0.1,,,,,,,,,,,,,,,,,,,,,,,1900,,,,,,,,,,,,,,,,,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.5783,-65.8031,632,"19° 34' 42.33""","65° 48' 11.31"" ",Aljamayu,3423 msnm ,27-03-2014,10:50 Hs,0.673 m/s,0 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,1408,6.02,5.617,1118,760,1878,17.7,93.41,93.41,320.37,21.02,21.16,23.9,24.2,68.1,69.2,32,40,79,1457,264,258,450,1149,< 0.2,13,42969,105515,4025,4297,0.498,5.348,60,72,0.2,24,6,663,46859,49169,1813.16,,919.74,17.11,82297.37,357.89,15.79,840.92,3039.47,577,31.32,6.38,68.3,0.7,97.8,< 5,58.2,52,0.34,11.53,6.9,< 0.02,23.93,7.4,17,,,< 0.002,< 0.001,< 0.001,0,0,0,,,,< 0.05,768,525,3,< 25,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.4717,-65.7936,633,"19° 28' 18.9""","65° 47' 37.8"" ",Tarapaya,3230 msnm ,27-03-2014,12:25 Hs,0.841 m/s,2 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,716,6.31,7.131,524,301,825,16.7,61.14,67.25,205.62,8.16,9.16,7.1,7.9,38,50.4,< 5,4,13,155,27,36,16,161,0.2,4,1143,21096,1327,1464,< 0.04,< 0.1,15,< 25,< 0.1,< 1.25,0.2,33,6030,9822,471.76,29.90,481.73,12.62,66289.04,455.15,,86.05,12598.01,238,,,-16.3,0.3,97.6,30,28.8,298.1,0.37,1.78,2.9,0.19,5.62,3.2,7,,,< 0.002,< 0.001,< 0.001,0,6,30,,,,< 0.05,397,264,< 2,< 25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19.36,-65.1703,634,"19° 21' 36.9""","65° 10' 13.8"" ",Pilcomayo,2218 msnm ,30-03-2014,12:10 Hs,0.856 m/s,16 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,804,7.11,8.328,534,1736,2270,19.6,37.59,41.24,179.44,17.07,18.57,6,6.1,94.6,99.3,< 5,< 2,4,30,0.2,< 1.25,3,38,0.3,24,171,41845,38,900,< 0.04,0.398,2,35,< 0.1,< 1.25,0.3,25,28,397,14.98,,20.16,13.65,24005.76,496.54,19.01,10.94,212.56,918,,0.23,-83.2,0.3,102.2,110,105.3,119.2,0.46,2.02,2.67,0.19,0.35,1.6,< 2,,,< 0.002,< 0.001,< 0.001,0,2,30,,,,9,669,483,< 2,< 25,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.5039,-65.7064,635,"21° 30' 14.4""","65° 42' 23.9"" ",Tupiza,2814 msnm ,25-03-2014,14:10 Hs,0.842 m/s,1 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,1417,8.96,8.655,1150,32,1182,24.7,106.75,112.75,678.3,92.39,96.36,9.5,9.7,94.6,96.6,< 5,9,1,< 2.5,0.2,< 1.25,< 2,< 25,0.5,< 2.5,315,1269,19,37,< 0.04,< 0.1,4,< 25,0.1,< 1.25,0.2,< 2.5,6,< 25,,,,,29812.50,562.50,,,,20.1,,,-103.3,0.7,154.7,150,52.6,479.4,0.67,0.95,6.01,2.21,0.88,1.8,8,,,< 0.002,,< 0.001,0,9,32,,,,5,2571,1880,< 2,< 25,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.5425,-66.3461,636,"22° 32' 33.5""","66° 20' 46.5"" ",Orosmayo,3711 msnm ,24-03-2014,13:15 Hs,0.513 m/s,1 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,572,6.14,7.678,374,12,386,18.2,26.77,31.3,110.3,7.23,7.81,10.7,11,96,101.4,< 5,< 2,4,11,8,11,4,< 25,< 0.2,< 2.5,95,2888,210,271,< 0.04,< 0.1,7,< 25,< 0.1,< 1.25,< 0.2,3,474,1028,583.33,250.00,,,232750.00,5083.33,,,46166.67,9.84,,,-46.1,0.2,104.1,55,93.5,72.9,0.4,0.64,< 0.01,0.19,5.62,1.8,< 2,,,< 0.002,,< 0.001,2,0,20,,,,18,2769,5997,< 2,< 25,,269000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.5614,-65.6478,637,"21° 33' 41.3""","65° 38' 52.3"" ",San Juan del Oro,2729 msnm ,25-03-2014,10:35 Hs,1.142 m/s,9 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,1000,7.44,8.359,734,306,1040,17.3,80.72,85.11,361.7,35.8,36.23,8.5,8.5,96,100.7,< 5,< 2,4,6,0.1,< 1.25,7,< 25,1,3,280,6608,4,80,< 0.04,< 0.1,5,< 25,< 0.1,< 1.25,0.7,4,13,40,6.54,,,6.54,20679.74,248.37,,,88.24,154,,,-84.5,0.4,109.2,150,43.7,272.9,0.31,1.96,1.48,0.06,0.41,1.8,< 2,,,< 0.002,< 0.001,< 0.001,18,0,16,,,,9,2378,2750,< 2,< 25,0.9,1215.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22.0975,-65.5872,638,"22° 5' 51.0""","65° 35' 14.6"" ",La Quiaca,3262 msnm ,25-03-2014,06:35 Hs,1.676 m/s,2 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,369,6.97,7.974,278,2297,2575,9.8,25.27,28.91,115,9.11,10.41,8.3,9.2,52.7,55.4,24,39,12,68,< 0.1,< 1.25,3,47,0.2,43,90,58354,11,612,< 0.04,< 0.1,< 2,45,< 0.1,< 1.25,< 0.2,53,4,235,24.38,,19.16,18.63,25365.26,261.65,19.59,19.46,100.57,> 1100,,,-61,0.1,92.2,75,30.2,56.8,1.2,4.32,2.88,0.12,3.34,8.8,17,,,< 0.002,,< 0.001,40,3,15,,,,47,613,651,< 2,< 25,,16.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21.2392,-65.2089,639,21 14 21.98,65 12 32.14 ,San Juan del Oro,2331 msnm ,31-03-2014,11:30 Hs,0.721 m/s,9 m3/s,Marzo 2014, Unidad de Monitoreo y Centro de Datos,1200,7.54,8.513,1005,270,1255,18.5,104,108,477,52.3,63.7,7.59,9.21,74.2,101,29.5,266,3,7,0.1,< 1.25,2,< 25,0.4,8,307,,,,,,,,,,,,,,14.81,,,28.15,50733.33,733.33,,23.74,203.70,176,,,-93.3,0.5,106.9,199,56.7,450,< 0.03,< 0.03,2.66,< 0.03,,0.88,,220,900,,,,,,,< 0.02,< 1,,24,3605,2566,,,,,,,,,,14005,15,213,< 0.04,< 0.1,3,< 25,< 0.1,< 1.25,0.2,14,< 2,< 25,14,69,< 0.001,2300,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
